product_id,product_category,sales,price,VAP,pet_size,pet_type,re_buy
4537,5,61,1823,0,0,1,0
4624,3,70,4397,1,1,3,0
4951,2,190,9579,1,3,1,0
4774,2,181,4041,0,0,3,0
4411,0,162,2572,1,4,1,1
4953,0,46,1686,0,3,1,0
4431,0,108,13525,0,4,1,1
4394,5,21,3640,0,1,3,1
4765,3,149,12589,1,3,1,1
4447,3,184,6103,0,0,1,0
4335,0,153,7348,0,2,1,0
4895,1,140,3937,0,3,1,0
4655,1,47,4418,1,2,1,0
4557,3,46,14217,0,0,1,0
4963,2,129,12089,0,3,4,0
4871,1,42,4381,1,3,1,0
4244,0,31,14435,0,1,3,1
4419,2,64,17287,1,1,1,1
4606,2,20,16465,1,4,3,0
4975,2,191,9627,0,3,4,0
5033,1,79,6660,1,3,4,1
4358,1,3,17918,0,3,3,0
4788,0,98,2083,1,0,3,1
4698,2,130,2594,1,3,3,1
4266,0,224,18574,1,4,4,0
4792,2,217,1613,0,0,3,0
4503,3,139,10372,1,3,1,1
4201,4,121,18284,1,4,2,1
4679,3,203,19203,1,1,1,1
4998,0,200,11282,0,0,0,0
4855,2,151,12718,1,3,1,1
5029,2,181,8085,1,3,4,1
4759,3,72,100,0,3,1,0
4602,3,142,4722,1,0,3,1
4663,4,224,3377,0,3,1,1
4270,1,80,9707,0,2,5,0
4260,3,79,8608,0,2,4,0
4242,2,142,1109,0,0,4,1
4639,2,178,1853,1,1,1,1
4515,5,87,16248,0,2,1,0
4538,4,50,3138,0,3,3,1
4173,3,79,9074,0,3,1,0
4363,2,3,11419,1,3,1,0
4744,3,56,1867,1,0,3,1
4766,1,191,18950,0,0,3,1
4410,4,195,1701,0,2,3,0
4217,3,177,2778,0,0,0,1
4182,1,70,3877,1,0,4,0
4255,0,56,1051,1,2,2,0
4877,1,194,3609,0,3,1,0
4570,5,181,10381,1,2,3,0
4898,1,129,17078,0,0,3,0
4178,0,120,6896,0,3,3,1
4298,2,211,17038,0,3,3,0
4778,1,103,3811,0,0,3,0
4793,1,26,1139,0,3,1,1
4474,2,176,4806,0,1,3,0
4916,1,96,4999,0,0,3,0
5036,1,200,15026,1,0,0,1
4511,0,31,819,1,4,1,0
4647,5,22,9346,1,0,1,1
4514,3,120,2451,0,1,3,0
4526,5,115,10430,0,4,3,1
4190,4,57,4546,0,2,3,0
4469,3,88,3695,0,1,1,0
4542,4,223,18886,1,0,3,0
4452,2,138,2782,0,0,3,1
4268,0,163,12483,1,3,3,1
4413,1,18,9925,1,3,1,0
4307,4,184,18320,0,0,0,0
4986,0,228,17475,1,0,0,0
4361,5,203,4152,0,4,1,0
4738,3,41,7391,0,0,3,0
5032,2,132,5224,1,0,0,1
4727,3,146,11846,0,3,1,1
4767,0,154,17445,1,3,1,0
4213,0,221,6475,0,3,2,0
4763,3,88,9963,1,3,1,0
4211,0,27,15473,0,4,0,1
4688,3,141,15997,1,3,3,1
4194,3,103,12863,0,1,4,1
4848,0,145,12938,1,0,3,1
4516,4,16,7495,1,4,3,0
4812,0,49,18801,0,0,3,1
4576,0,188,5965,0,4,3,0
4713,2,49,8520,1,3,1,1
4310,0,105,3945,1,2,3,1
4885,2,116,4300,1,3,1,0
4192,0,83,10976,0,0,5,0
4275,2,25,12212,1,2,1,1
4807,2,76,14467,0,3,1,1
4248,1,18,15233,1,3,4,1
4429,2,180,14788,0,1,1,0
4810,2,102,13076,0,0,3,1
4904,1,41,13352,1,0,3,0
4806,0,147,16595,0,0,3,1
4527,4,82,1146,1,0,1,0
4680,2,52,13576,1,2,3,0
4408,2,143,8427,0,3,3,0
4305,3,102,8195,0,2,1,0
4302,0,27,17097,1,0,4,1
4328,5,109,5494,0,3,3,0
4882,2,49,12959,0,0,3,0
4911,0,61,2073,1,3,1,0
4771,2,93,1879,1,3,1,0
4961,1,62,3180,1,3,4,0
4761,2,111,11000,1,3,1,0
4611,1,94,14980,1,4,1,1
4369,1,127,12569,1,1,1,0
5043,0,214,18567,1,3,4,1
4354,0,212,8243,1,1,3,0
5031,0,42,7267,0,3,4,1
4342,2,179,11474,1,0,3,1
4528,2,126,6283,0,3,3,0
4370,3,147,6585,1,2,3,1
4684,3,87,5689,0,1,3,0
4710,2,41,7525,1,0,3,1
4944,0,3,13424,1,0,3,0
4433,0,92,10466,0,3,1,0
4856,1,79,11051,0,0,3,1
4300,4,116,18459,1,2,5,1
4899,0,184,2259,1,3,1,0
4934,1,164,16554,1,0,3,0
4287,2,130,12947,1,0,1,1
4492,3,10,12592,1,0,3,1
4919,1,16,5482,1,3,1,0
4962,0,134,2036,1,0,0,0
4768,2,68,10036,0,0,3,1
4329,4,143,3723,0,1,1,1
5045,1,117,16159,0,3,4,1
5017,2,146,1550,1,3,4,1
4935,0,19,5039,1,3,1,0
4721,3,145,1588,1,3,1,0
4502,3,135,8232,0,0,3,1
4493,5,147,13870,1,3,1,0
4461,4,47,453,0,4,1,0
4331,2,92,12388,0,4,1,0
4379,0,25,18027,1,1,1,0
4558,3,57,6070,0,3,3,0
4582,4,101,8282,0,0,3,0
4711,3,195,965,1,3,1,0
4518,2,61,1244,0,3,3,1
4743,2,63,305,1,3,1,0
4677,1,83,13145,1,0,1,1
4276,2,80,13135,0,4,5,1
4745,3,197,3193,0,3,1,0
4278,4,164,13931,0,3,4,0
4762,3,162,16620,1,0,3,1
4654,0,211,12414,1,1,3,1
4617,2,204,12339,1,0,1,0
4694,3,13,5358,0,1,3,1
4626,4,177,17721,1,4,3,1
4636,5,116,17561,0,4,3,1
4508,0,70,12470,1,3,3,0
4769,1,18,12597,1,3,1,1
4619,4,195,10354,0,1,1,0
4444,0,102,12371,0,1,3,1
4754,3,202,6386,0,0,3,0
4740,2,116,19009,0,0,3,0
4314,1,9,8843,0,1,3,0
4753,3,149,14142,0,3,1,1
4483,4,137,3543,1,3,1,1
4206,3,174,12613,1,4,4,1
4543,0,101,5545,0,3,1,1
4574,0,200,9644,1,1,3,1
4468,1,52,19064,1,3,3,1
4700,3,217,3555,0,2,3,1
4819,2,181,2223,0,3,1,1
4396,2,222,17116,1,4,3,1
4915,2,163,10718,1,3,1,0
4809,0,202,5758,0,3,1,1
4309,2,59,8478,0,1,2,1
4933,2,49,16255,1,3,1,0
4976,1,141,12770,0,0,0,0
4646,3,26,8172,1,4,3,0
4485,2,16,1686,1,2,1,0
4803,0,226,18779,0,3,1,1
4409,0,209,7997,0,1,1,1
4454,4,42,14813,1,1,3,1
4603,5,100,3949,1,3,1,1
4301,0,93,11456,1,4,0,0
4735,3,205,18467,0,3,1,0
4838,1,105,9315,0,0,3,1
4894,2,161,18313,1,0,3,0
4590,3,113,9151,0,2,3,1
4959,0,144,11990,0,3,4,0
4932,0,213,310,0,0,3,0
4814,1,86,12657,1,0,3,1
4416,5,124,9878,0,4,3,0
4288,0,86,13652,1,3,5,1
4174,5,211,8021,1,1,5,1
4888,2,142,7004,0,0,3,0
4645,3,201,8106,1,2,1,0
5035,2,198,7253,0,3,4,1
4435,1,34,6855,0,2,1,0
4374,2,132,12491,1,1,3,0
4463,2,18,5033,0,3,1,0
4230,4,151,14148,0,2,4,0
4726,3,171,3778,1,0,3,1
4593,4,179,6268,1,3,1,0
4177,2,71,12776,0,0,2,0
4334,0,187,17945,1,1,3,1
5023,2,160,15872,1,3,4,1
4638,2,148,4898,0,3,3,0
4845,0,109,9313,1,3,1,1
4442,0,150,8437,1,0,3,0
4292,1,111,16336,1,0,3,0
5044,2,144,15534,1,0,0,1
4227,3,81,14558,0,0,1,0
4861,2,65,1217,1,3,1,1
4926,0,31,18795,0,0,3,0
4786,2,149,6781,0,0,3,1
4521,0,11,10816,0,4,1,0
4931,1,226,1985,1,3,1,0
4823,1,90,7914,0,3,1,1
4723,3,229,4819,1,3,1,0
4827,0,207,9424,1,3,1,1
4950,0,117,16471,0,0,3,0
4705,3,99,6014,1,2,1,0
4851,0,63,3951,0,3,1,1
4984,2,63,9380,0,0,0,0
4967,1,31,18389,0,3,4,0
4673,0,77,8107,1,3,1,1
4185,5,109,6370,1,2,1,1
4627,2,230,16301,0,0,1,0
4348,3,123,161,1,3,3,0
4222,0,173,12232,0,0,5,1
4290,0,72,12969,1,2,4,0
4849,2,161,12894,1,3,1,1
4530,0,139,11849,1,2,3,1
4960,2,136,16955,1,0,0,0
4779,0,172,1673,1,3,1,0
4264,2,172,2897,0,1,5,0
4941,0,65,17843,1,3,1,0
4450,4,81,4459,0,2,3,1
4702,3,142,3968,0,0,3,1
4580,3,198,14064,0,2,3,0
4522,0,193,1394,0,0,3,1
4235,0,180,4029,1,2,0,0
4391,1,95,17882,0,4,1,1
4670,4,78,8455,1,2,3,1
4914,0,145,8796,0,0,3,0
4597,4,4,15218,1,0,1,0
4826,1,162,6988,0,0,3,1
4327,3,4,3576,0,0,1,1
4844,1,173,9255,0,0,3,1
4741,3,3,11934,1,3,1,0
4401,0,100,17893,0,4,1,0
4228,3,67,11409,1,3,5,0
4568,3,151,2479,1,3,3,0
4868,1,73,13115,0,0,3,0
4448,3,218,14478,1,3,3,0
4587,0,202,1022,0,0,1,1
4405,5,106,13687,0,2,1,1
4475,0,201,6010,1,2,1,1
4385,2,115,15009,0,2,1,1
4382,3,25,14237,0,0,3,0
4318,4,36,3148,0,3,3,1
4678,3,131,7607,1,3,3,1
4652,4,214,7461,0,0,3,0
4860,0,191,1343,0,0,3,1
4821,0,144,18545,1,3,1,1
4175,4,83,2456,1,2,0,0
4195,3,211,17638,0,2,2,1
4732,3,39,14954,1,0,3,0
4725,2,195,18693,1,3,1,1
4921,2,12,15807,1,3,1,0
4707,2,38,6754,1,3,1,0
4412,0,13,7666,0,0,3,0
4946,1,47,14819,0,0,3,0
4760,3,71,11551,1,0,3,0
4794,0,96,3681,0,0,3,1
4795,2,16,450,1,3,1,1
4820,1,132,16483,0,0,3,1
4929,0,128,4481,0,3,1,0
4353,2,39,3319,1,3,1,1
4225,0,163,15324,1,2,2,0
4782,0,117,16458,0,0,3,0
4545,1,202,3918,0,2,1,0
4797,0,189,1854,0,3,1,1
4610,0,119,19409,1,2,3,0
4550,2,15,11285,1,2,3,0
4661,2,104,1296,1,4,1,1
4720,3,19,15914,0,0,3,0
4653,0,223,10295,0,3,1,1
4362,4,229,12961,1,0,3,1
5018,1,148,10016,1,0,0,1
4616,2,113,5666,1,4,3,1
4188,2,61,11380,1,3,4,1
4490,1,204,3698,0,2,3,0
4729,3,123,19364,1,3,1,0
4630,4,92,19438,0,2,3,0
4649,2,3,4717,1,1,1,1
4176,2,42,9180,0,4,4,0
4231,2,211,9320,0,4,2,0
4846,2,5,4531,1,0,3,1
4317,5,75,11637,0,0,1,0
4618,0,185,2700,0,3,3,0
4333,4,40,9807,0,3,1,1
4831,2,30,16322,1,3,1,1
4285,4,167,12763,1,2,2,0
4730,3,130,12250,1,0,3,0
4662,0,148,12373,0,0,3,1
4709,3,152,7619,1,3,1,0
4547,3,25,11120,0,0,1,1
4489,0,36,403,0,1,1,1
5003,1,109,12882,0,3,4,0
5042,1,176,9109,1,0,0,1
4323,0,132,13584,1,3,1,0
4236,0,193,15242,1,4,4,0
4571,4,201,9111,0,4,1,1
4897,2,197,4555,0,3,1,0
4864,2,83,12594,0,0,3,1
4534,1,99,15140,1,1,3,1
4406,4,200,9882,1,4,3,0
4239,3,93,17955,1,1,1,1
4585,0,107,6513,1,2,1,1
4583,2,228,1705,1,3,1,1
5039,1,29,5145,1,3,4,1
4770,0,92,1923,0,0,3,1
4755,2,157,181,1,3,1,1
4958,1,121,3157,0,0,0,0
4279,0,13,7006,1,1,2,1
4676,0,205,9702,1,4,3,0
4563,0,25,11869,0,3,1,0
4312,0,171,12829,0,0,3,1
4947,0,95,8283,0,3,1,0
4596,0,65,13910,0,4,3,1
4512,1,219,7350,1,0,3,0
4869,0,77,15358,1,3,1,0
4519,0,166,858,0,1,1,0
4420,0,95,1745,1,2,3,1
4966,2,137,5458,1,0,0,0
4942,2,22,1489,0,0,3,0
4687,3,136,15328,0,0,1,1
4555,0,26,11420,0,2,1,0
4902,0,70,2100,0,0,3,0
4623,3,74,8917,0,3,1,1
4232,2,208,14869,0,0,3,1
4303,1,63,7970,0,3,2,0
4296,4,221,18050,1,4,4,1
4940,1,219,13056,0,0,3,0
4828,2,34,1479,1,0,3,1
4887,0,80,15840,1,3,1,0
4400,0,129,4345,1,2,3,1
4494,4,169,15822,1,1,3,1
4204,1,182,12209,1,1,5,1
4283,3,14,16067,0,3,0,0
4387,0,122,9015,0,0,1,1
4486,0,195,13683,1,4,3,0
4600,1,17,13335,0,2,3,0
4873,2,224,17039,0,3,1,0
4965,0,10,8018,0,3,4,0
4712,3,157,16640,0,0,3,0
4983,0,180,8456,1,3,4,0
4199,2,31,4717,0,1,0,1
4218,5,152,1151,0,3,4,0
4632,0,9,16550,0,0,3,0
5007,0,77,9952,0,3,4,0
4414,3,206,4063,1,1,3,0
4836,0,217,18681,1,0,3,1
4872,0,83,13097,1,0,3,0
4683,2,177,16806,1,3,1,1
5012,1,150,11297,1,0,0,0
4693,3,175,18558,1,3,1,1
4660,2,18,10612,0,2,3,1
4668,3,214,1808,0,3,3,0
4203,0,194,7977,1,3,1,1
4504,5,96,6060,1,1,3,0
4970,1,175,1130,0,0,0,0
4539,2,12,7477,0,1,1,0
4910,1,40,18901,0,0,3,0
4282,3,114,3527,0,0,5,0
4371,3,68,18419,1,4,1,0
4728,2,37,11434,0,0,3,1
4825,2,23,14560,1,3,1,1
4719,2,85,15895,1,3,1,0
4496,2,99,15385,1,4,3,1
4990,2,221,13707,1,0,0,0
4339,5,221,11185,0,1,1,1
4622,1,21,19012,1,0,3,0
4437,3,127,9287,1,0,1,1
4881,0,20,11441,1,3,1,0
4829,1,177,5355,1,3,1,1
4245,4,31,1650,1,2,1,0
4337,3,188,18884,1,0,1,1
5008,2,127,175,1,0,0,0
4326,3,5,15682,0,4,3,1
4742,3,183,13034,0,0,3,0
5028,0,8,16024,0,0,0,1
4200,0,151,5061,0,2,4,1
4987,2,222,1412,0,3,4,0
4466,0,87,3614,0,4,3,1
4724,3,222,12650,1,0,3,0
4535,3,176,16825,0,2,1,1
4789,2,181,18241,1,3,1,0
4281,1,29,1307,0,4,1,0
4817,1,40,13890,0,3,1,1
4852,2,30,1118,1,0,3,1
5000,1,103,7560,1,0,0,0
5030,1,133,680,1,0,0,1
4714,3,120,17802,0,0,3,1
4883,1,167,19427,0,3,1,0
4748,3,100,2145,1,0,3,0
4183,3,19,12506,1,3,2,1
4955,1,84,11271,0,3,1,0
4351,4,52,7942,0,4,1,0
4787,1,10,12730,0,3,1,1
4214,0,172,6636,1,1,3,0
4614,5,185,9858,1,1,3,1
4457,1,91,12703,0,0,1,1
5020,2,226,16860,0,0,0,1
4286,2,211,14450,1,4,3,0
4884,0,44,7695,0,0,3,0
4544,0,77,3425,1,1,3,0
4421,4,198,5044,0,4,1,0
4822,2,135,13817,1,0,3,1
4219,4,171,9527,0,1,2,0
4731,2,213,2793,0,3,1,1
4481,3,56,14810,0,4,1,1
4879,2,74,12062,0,3,1,0
4757,3,12,8105,0,3,1,1
5014,2,111,2219,1,0,0,1
4708,3,185,15953,1,0,3,1
4607,0,177,9312,0,0,1,1
4446,1,96,460,0,4,3,0
4246,0,156,8909,0,4,5,0
4368,0,110,1982,0,3,3,0
4566,0,127,10016,0,4,3,0
4321,0,227,8104,1,4,1,0
4665,0,38,7183,0,2,1,1
4398,0,187,9489,1,3,3,1
4971,0,48,14305,0,3,4,0
4604,4,193,9676,1,1,3,0
4939,2,143,1231,0,3,1,0
4964,1,56,16913,1,0,0,0
4546,3,112,15958,0,4,3,1
4501,1,21,7175,0,4,1,1
4791,0,82,14791,0,3,1,1
4772,1,57,13227,1,0,3,1
4540,2,177,690,1,2,3,1
4372,5,227,480,0,0,3,0
4349,3,189,9249,1,1,1,0
4256,4,46,2996,1,4,3,1
4691,3,44,18609,0,4,1,0
4866,0,99,17755,0,0,3,1
4892,1,224,1320,1,0,3,0
4449,5,38,10211,0,1,1,0
4612,3,139,15990,0,0,3,0
4972,2,85,6525,0,0,0,0
4784,1,148,13711,1,0,3,1
4272,3,191,12544,1,0,4,0
4306,5,224,10813,1,4,5,1
4193,1,51,18799,1,3,0,1
4893,0,101,10687,0,3,1,0
4658,5,92,13627,0,3,3,1
4251,5,67,8927,0,4,1,0
4350,5,60,8372,1,2,3,0
4462,2,27,5116,1,0,3,1
4367,0,62,1559,1,0,1,0
4229,5,76,10825,0,1,0,0
4905,0,177,14420,0,3,1,0
4805,1,25,9183,0,3,1,1
4686,2,181,8343,1,4,3,1
4497,0,186,4869,1,0,1,0
4692,2,119,14459,0,0,3,0
4635,3,51,8322,0,2,1,1
4308,2,42,14794,1,3,4,0
4573,2,27,12220,0,3,1,0
4336,1,6,5581,0,4,3,1
4843,2,130,8726,1,3,1,1
4510,0,211,13381,0,2,3,1
4835,1,108,17975,0,3,1,1
4459,3,126,3980,1,1,1,1
4445,0,100,18089,1,2,1,1
4689,2,199,2392,0,1,1,1
4637,4,217,13270,1,0,1,1
4299,0,77,4400,1,1,1,1
4376,0,50,13576,0,4,3,0
4473,2,110,3534,1,3,1,0
4722,2,21,10264,0,0,3,1
4718,3,47,7675,1,0,3,0
4659,4,208,13836,1,1,1,1
4943,1,124,5604,1,3,1,0
4324,0,125,10297,1,1,3,0
4340,4,229,1424,1,2,3,0
4517,2,124,10258,1,0,1,0
4598,0,10,5390,1,3,3,1
4207,5,61,8487,0,0,2,1
4295,5,138,4978,0,2,0,0
4458,3,34,7200,1,3,3,1
4322,4,161,10945,1,0,3,0
5019,0,142,10971,0,3,4,1
4499,0,40,8518,1,1,1,0
4507,2,223,8379,1,0,1,0
4758,2,76,17617,1,0,3,1
4393,3,16,10833,1,3,1,0
4651,0,156,12258,1,4,1,1
5011,2,7,17821,0,3,4,0
5006,1,9,13676,1,0,0,0
4657,3,62,15132,1,0,1,0
4751,3,68,921,1,3,1,1
4979,1,76,8287,1,3,4,0
4669,5,78,18642,1,1,1,1
4886,1,11,8749,1,0,3,0
4704,2,5,19019,1,1,3,0
4773,0,27,18420,1,3,1,0
4815,0,18,7178,0,3,1,1
4802,1,66,7986,0,0,3,1
4644,1,217,5100,0,1,3,0
4257,0,91,11416,1,0,1,1
4471,5,216,14547,0,4,1,0
4896,0,5,17181,0,0,3,0
4180,0,195,15927,1,2,5,1
4172,3,210,11850,1,0,3,0
4249,3,56,12754,0,1,2,1
4841,1,78,12593,1,3,1,1
4226,1,11,12788,1,4,3,0
4548,5,138,15223,0,3,3,1
4472,4,28,117,1,0,3,0
4212,4,196,18488,0,0,4,1
4572,2,49,9167,0,0,3,1
4422,0,194,8251,0,0,3,1
5002,2,43,4570,0,0,0,0
4479,1,194,15993,0,1,1,1
4209,2,192,1153,1,1,1,0
4785,0,142,6043,1,3,1,1
4969,2,66,11370,1,3,4,0
4974,0,125,353,1,0,0,0
4578,1,208,12740,1,3,3,1
4703,3,87,3413,1,3,1,1
4859,1,220,18472,0,3,1,1
4903,2,63,12080,0,3,1,0
4900,2,168,18341,0,0,3,0
4355,4,221,11850,0,2,1,0
4633,1,5,17585,0,3,1,1
4589,1,57,17900,0,1,1,1
5038,2,14,6373,0,0,0,1
5050,2,150,13755,1,0,0,1
5010,0,224,2421,0,0,0,0
4390,0,120,339,0,2,3,1
4247,0,160,8969,1,0,0,1
4834,2,38,16741,1,0,3,1
4908,0,46,18741,0,0,3,0
4417,4,68,12838,0,0,1,0
4252,4,177,16101,0,0,5,1
4608,4,56,499,1,3,3,1
4488,0,201,15652,1,3,3,0
5009,1,174,927,0,3,4,0
4586,4,208,12154,0,4,3,0
5027,1,41,2312,0,3,4,1
4833,0,68,10722,0,3,1,1
4277,0,8,8039,0,0,0,0
5026,2,77,3563,1,0,0,1
4675,0,159,10878,1,2,1,0
4347,1,13,18077,0,0,1,1
4346,0,22,5282,1,4,3,0
4313,0,45,11041,1,3,1,0
4918,2,81,19149,0,0,3,0
4241,4,81,15210,1,4,0,0
4529,2,58,2321,0,1,1,0
4928,1,200,16956,0,0,3,0
4470,3,186,8065,0,2,3,1
4523,1,64,16574,0,3,1,0
4484,2,95,583,1,1,3,0
4415,3,25,4185,1,2,1,1
4798,2,160,3084,1,0,3,0
4549,4,184,12719,1,1,1,1
4423,0,179,16913,1,3,1,1
4418,2,88,2128,1,3,3,1
4359,3,85,13753,1,1,1,1
4465,4,40,708,0,2,1,1
4854,0,54,10103,1,0,3,1
4993,2,29,7759,1,3,4,0
4601,3,172,15886,1,4,1,0
4620,0,199,1039,0,2,3,1
4994,1,109,5490,0,0,0,0
5005,2,197,1517,1,3,4,0
4330,2,33,7754,0,2,3,0
4532,0,67,15766,1,0,3,0
4366,4,124,18708,0,4,3,1
4746,2,42,11045,0,0,3,1
4907,1,97,2285,1,3,1,0
4524,3,154,7330,0,1,3,0
4992,0,12,6377,1,0,0,0
4656,3,115,14139,1,4,3,1
4842,0,199,1119,1,0,3,1
4460,5,200,4698,1,2,3,1
4968,0,123,15346,1,0,0,0
4553,4,110,3655,1,3,1,1
4438,5,76,2644,0,3,3,0
4365,0,179,15944,1,2,1,1
4274,4,218,14799,0,1,3,0
4715,3,196,2856,0,3,1,0
4559,5,175,8362,0,1,1,0
4223,4,193,12752,1,3,0,0
4202,0,170,3766,0,0,3,0
4210,2,148,15905,1,2,5,0
5037,0,157,27,1,3,4,1
4889,1,127,14176,1,3,1,0
4399,4,219,4754,0,1,1,0
4621,0,181,4375,1,4,1,1
4395,4,173,14664,1,2,1,0
4357,0,31,8056,1,0,1,1
5016,0,159,12609,1,0,0,1
4605,2,76,17832,1,2,1,0
4832,1,50,11451,1,0,3,1
4392,3,149,7248,1,0,3,1
4824,0,135,2440,1,0,3,1
4672,2,29,11962,1,0,3,0
5046,0,216,15695,1,0,0,1
4221,2,110,9237,0,4,1,0
4800,0,112,4362,0,0,3,1
5034,0,161,17150,1,0,0,1
4840,2,150,17470,0,0,3,1
4480,3,48,13030,0,2,3,1
4332,0,203,4002,0,0,3,1
4930,2,37,4831,0,0,3,0
4985,1,84,6760,1,3,4,0
4804,2,203,14903,1,0,3,1
5022,0,212,19122,0,0,0,1
4667,3,172,16669,1,0,1,0
4436,3,71,5946,1,4,3,1
